,id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment,Calculated Price
675,618807cda512754cac803b44,1,1,1,3500000,21212,3500000,21212,11,2021,0,0,1,165,3,3,165,0,4,1,Red Sea,La Vista 7,la vista developments,3500000,0,0,2500000
51,603651748cc1b7001120265b,1,1,1,3700000,22424,3700000,22424,1,2020,0,0,0,165,3,2,165,1,1,0,Greater Cairo,Jasperhill,,3700000,0,0,4500000
804,61d1a52661795c05c0c1026e,1,0,1,3500000,21212,3500000,21212,1,2022,0,0,1,165,3,3,165,0,4,1,Red Sea,La Vista 7,la vista developments,3500000,0,0,2500000
77,61599389929dd58091852740,0,1,1,2760000,16627,2760000,16627,5,2021,0,0,4,166,3,2,166,0,0,14,Greater Cairo,Mountain View Hyde Park,Mountain View,2760000,0,0,1850000
624,6193c9e750988ed12f6b3ecc,1,1,1,3600000,21687,3600000,21687,1,2021,0,0,2,166,2,2,166,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,3600000,0,0,4500000
392,61c999b8a07c7a12e11893fd,1,1,1,3762592,22666,3762592,22666,1,2021,0,0,0,166,3,3,166,1,0,14,Greater Cairo,Azad,,3762592,0,0,4500000
423,61dbfc8cfc02a46ce2c5c805,1,1,1,3200000,19162,3200000,19162,1,2021,0,0,0,167,2,2,287,0,1,20,Greater Cairo,Zayed Dunes,,3200000,0,0,3200000
751,618c1bab50988ed12f690db4,0,1,1,1950000,11677,1950000,11677,1,2021,0,0,4,167,3,3,167,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,1950000,0,0,2500000
315,618c0cc79bb23202531d91b7,1,1,1,1750000,10479,1750000,10479,1,2021,0,0,0,167,3,3,167,1,0,14,Greater Cairo,The Square,Al Ahly Sabbour developments,1750000,0,0,4500000
653,6187f5991fddc365530d4c81,0,1,1,1900000,11377,1900000,11377,5,2021,0,0,4,167,2,2,210,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,1900000,0,0,1850000
875,618bf4d950988ed12f690335,0,1,1,1850000,11078,1850000,11078,1,2021,0,0,4,167,2,2,167,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,1850000,0,0,1850000
668,618d76f29bb23202531e0f42,0,1,1,1850000,11078,1850000,11078,1,2021,0,0,4,167,2,2,167,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,1850000,0,0,1850000
846,618fe53350988ed12f69e712,0,1,1,2500000,14970,2500000,14970,3,2021,0,0,4,167,3,2,242,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,2500000,0,0,2500000
817,61c9e54d400a5a9d20c1216d,1,1,1,4225999,25305,4225999,25305,1,2021,0,0,0,167,3,3,167,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,4225999,0,0,4500000
333,61d1b5dbf6765d486752b0c5,1,1,1,422600,2531,422600,2531,1,2021,0,0,0,167,3,3,167,0,0,14,Greater Cairo,Fifth Square,AlMarasem developments,422600,0,0,4500000
874,618d87999bb23202531e141b,0,1,1,1850000,11078,1850000,11078,1,2021,0,0,4,167,2,3,167,1,1,0,Greater Cairo,Mountain View Chill Out Park,Mountain View,1850000,0,0,1850000
830,6193beeb9bb23202531fc2c0,1,1,1,2700000,16071,2700000,16071,1,2021,0,0,1,168,3,3,168,1,3,22,Matrouh,Bo Islands,,2700000,0,0,3700000
569,6193c5a250ac7c17e1e10399,0,1,1,2400000,14201,2400000,14201,1,2021,0,0,0,169,2,2,169,1,0,14,Greater Cairo,Galleria Moon Valley,,2400000,0,0,2650000
147,6081e7780606ee0011db21c1,1,1,0,5000000,29412,5000000,29412,12,2021,0,0,0,170,2,2,170,0,0,23,Greater Cairo,,,5000000,0,0,3500000
307,6193bce950ac7c17e1e101e7,1,1,1,5500000,32353,5500000,32353,1,2021,0,0,1,170,4,3,170,1,3,16,Matrouh,La Vista Bay,,5500000,0,0,3700000
455,61bdb9f663c3b38c0d3342fe,1,0,1,2887604,16986,7776888,45747,2,2022,1,0,0,170,2,3,170,1,0,14,Greater Cairo,Mivida,Emaar Misr,622151,8,74529,4500000
282,618d300d9bb23202531dcc05,1,1,1,6000000,35294,6000000,35294,1,2021,0,0,1,170,4,3,320,1,4,1,Red Sea,Al Ein Bay,,6000000,0,0,3700000
483,6193c64850988ed12f6b3def,1,1,1,2650000,15588,2650000,15588,1,2021,0,0,0,170,2,2,170,1,0,14,Greater Cairo,Village Gardens Katameya,,2650000,0,0,4500000
89,6142127e4d402eb02d758ee4,1,1,1,4500000,26471,4500000,26471,9,2021,0,0,0,170,3,3,185,1,0,14,Greater Cairo,Lake View Residence,,4500000,0,0,4500000
954,6150571e626e4d615809e467,0,1,1,1411000,8300,1411000,8300,7,2021,0,0,0,170,3,3,170,0,0,14,Greater Cairo,Mountain View iCity,Mountain View,1411000,0,0,2500000
13,6140e4a801328387fa3844d7,1,1,1,3000000,17647,3000000,17647,1,2021,0,0,0,170,3,2,170,1,0,14,Greater Cairo,The Address east,sakneen temp,3000000,0,0,4500000
100,60d214314449db00149d9c2e,1,1,1,4300000,25146,4300000,25146,6,2021,0,1,0,171,3,3,171,1,0,14,Greater Cairo,Mivida,Emaar Misr,4300000,0,0,4500000
353,61af530bb34ca05f7abae917,1,1,1,1805000,10556,1805000,10556,12,2022,0,0,0,171,3,2,171,0,0,14,Greater Cairo,The Address east,,1805000,0,0,4500000
921,618c0dce9bb23202531d921a,1,1,1,7840000,45581,7840000,45581,1,2021,0,0,0,172,2,3,172,1,3,13,Matrouh,North Edge Towers,City Edge Developments ,7840000,0,0,3500000
901,61c9e525400a5a9d20c1215c,1,1,1,4056000,23581,4056000,23581,1,2021,0,0,4,172,3,3,172,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,4056000,0,0,4500000
408,61a615be4b70b4fe34ad15fe,0,1,1,1650000,9593,1650000,9593,11,2021,0,0,0,172,3,3,172,0,0,12,Greater Cairo,Sarai,MNHD,1650000,0,0,2500000
916,61bdb8d5e963318ba6f235a9,1,0,1,2727571,15676,7345888,42218,2,2022,1,0,0,174,2,3,174,1,0,14,Greater Cairo,Mivida,Emaar Misr,587671,8,70398,4500000
214,6141debb0be5ad2bf68a91df,1,1,1,2100000,12069,2100000,12069,9,2021,0,0,0,174,2,2,174,1,0,14,Greater Cairo,Village Gardens Katameya,sakneen temp,2100000,0,0,4500000
55,60181a5e520b210011f7eaf0,1,1,1,3750000,21552,3750000,21552,1,2020,0,1,0,174,3,3,174,0,1,20,Greater Cairo,Westown,Sodic,3750000,0,0,4500000
744,618bc43a9bb23202531d7df7,1,1,1,3150000,18000,3150000,18000,1,2021,0,0,0,175,3,2,175,1,1,0,Greater Cairo,City View,,3150000,0,0,4500000
547,618c053750988ed12f6907a2,1,1,1,4150000,23714,4150000,23714,12,2021,0,0,0,175,2,3,290,1,1,0,Greater Cairo,Ivoryhill,,4150000,0,0,3500000
997,61eff66aec1836507dc952fa,1,1,0,2500000,14286,2500000,14286,1,2021,0,0,0,175,3,1,1,0,1,10,Greater Cairo,,,2500000,0,0,1350000
812,619667fef112cc1c07a32b11,1,1,0,2200000,12571,2200000,12571,1,2021,0,0,0,175,3,3,175,1,0,9,Greater Cairo,,,2200000,0,0,4500000
446,61cc489ec22766c33ea64ee4,1,1,1,3800000,21714,3800000,21714,1,2021,0,1,1,175,3,3,175,0,3,22,Matrouh,Hacienda Bay,Palm Hills,3800000,0,0,3700000
218,61caf0158f62bc5866aa65db,1,1,0,2500000,14286,2500000,14286,1,2021,0,0,0,175,3,3,175,0,0,9,Greater Cairo,,,2500000,0,0,4500000
769,618fe7ba9bb23202531e6eaa,1,1,1,4100000,23429,4100000,23429,3,2021,0,0,0,175,2,3,175,1,1,0,Greater Cairo,Westridge,,4100000,0,0,3500000
174,6154557bf27bd750d45bd36a,0,1,0,2700000,15341,2700000,15341,5,2021,0,0,0,176,3,3,176,0,0,18,Greater Cairo,,,2700000,0,0,3500000
304,618d909350ac7c17e1df5803,1,1,1,1700000,9659,1700000,9659,3,2021,0,0,0,176,3,3,176,1,1,20,Greater Cairo,Al Khamayel city,,1700000,0,0,4500000
193,613e12e762b8c46215c9620f,1,1,1,6500000,36723,6500000,36723,1,2021,0,0,6,177,3,3,205,1,0,14,Greater Cairo,Mivida,Emaar Misr,6500000,0,0,4500000
70,61599206f27bd750d45ce4a5,0,1,1,3800000,21469,3800000,21469,1,2021,0,0,0,177,3,2,177,1,0,14,Greater Cairo,Azad,,3800000,0,0,1650000
820,618d163e50ac7c17e1df07e8,0,1,1,5600000,31461,5600000,31461,1,2021,0,0,0,178,3,4,238,1,1,20,Greater Cairo,One 16,,5600000,0,0,3800000
975,61d19d4961795c05c0c100d0,1,1,1,3560000,20000,3560000,20000,1,2021,0,0,2,178,2,3,178,0,0,14,Greater Cairo,Porto New Cairo,Porto Group,3560000,0,0,4500000
677,6194063050988ed12f6b4cc3,1,1,1,4500000,25140,4500000,25140,1,2021,0,1,0,179,2,3,179,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,4500000,0,0,4500000
490,61890ef9c9d894e71c0b3eec,1,1,1,3800000,21229,3800000,21229,8,2021,0,0,0,179,3,3,210,1,1,0,Greater Cairo,City View,,3800000,0,0,4500000
768,61881d241fddc365530d5458,1,1,1,3700000,20556,3700000,20556,6,2021,0,0,8,180,3,3,500,1,3,2,Matrouh,La Vista Cascada,la vista developments,3700000,0,0,7000000
428,61d192a661795c05c0c0fe49,1,0,1,3500000,19444,3500000,19444,1,2022,0,0,2,180,3,2,180,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3500000,0,0,3700000
470,618b112dd8b2348a53e5fdc1,1,1,0,5300000,29444,5300000,29444,8,2021,0,0,0,180,3,2,180,1,0,23,Greater Cairo,,,5300000,0,0,4500000
365,6187e3f59e08f2b27b147d6a,1,1,1,1900000,10556,1900000,10556,3,2021,0,0,0,180,3,2,180,1,1,20,Greater Cairo,Al Khamayel city,,1900000,0,0,4500000
964,61892c61a0af6f15abf19369,1,1,1,10000000,55556,10000000,55556,1,2021,0,0,8,180,3,3,450,1,3,16,Matrouh,Ghazala Bay,,10000000,0,0,7000000
519,618c0faf50988ed12f690af6,1,1,1,3700000,20556,3700000,20556,1,2021,0,0,2,180,3,2,180,1,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3700000,0,0,3700000
605,61882e2183b9d1093bde39de,1,1,0,2300000,12778,2300000,12778,6,2021,0,0,0,180,3,3,180,1,1,20,Greater Cairo,,,2300000,0,0,4500000
857,619311c750ac7c17e1e0e589,1,1,1,5000000,27778,5000000,27778,2,2021,0,0,8,180,3,4,200,1,4,1,Red Sea,Telal Al Sokhna,,5000000,0,0,7000000
717,61cc5b9ec22766c33ea65194,1,1,1,3700000,20556,3700000,20556,1,2021,0,0,2,180,4,3,180,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3700000,0,0,3700000
129,6171a44a75d552d0e23aa8c3,1,1,0,3500000,19444,3500000,19444,1,2021,0,0,0,180,2,3,180,0,0,23,Greater Cairo,,,3500000,0,0,3500000
202,619143919bb23202531ec00d,1,1,1,7000000,38889,7000000,38889,3,2021,0,0,7,180,5,3,225,1,4,1,Red Sea,Jaz Little Venice Golf,,7000000,0,0,7000000
701,61caf18f8f62bc5866aa6626,1,1,1,9500000,52778,9500000,52778,12,2021,0,0,1,180,3,4,180,0,3,17,Matrouh,Caesar,,9500000,0,0,4000000
293,61bd0d5663c3b38c0d333206,1,1,0,1900000,10556,1900000,10556,11,2021,0,0,2,180,2,2,180,0,1,20,Greater Cairo,,,1900000,0,0,3500000
752,61c326f24b94e78d4dfc713c,0,1,0,1750000,9722,1750000,9722,11,2021,0,0,0,180,3,2,180,0,1,20,Greater Cairo,,,1750000,0,0,2250000
103,61701d39fdee9793b05c59b3,1,1,0,8500000,47222,8500000,47222,1,2021,0,0,0,180,2,2,180,0,0,23,Greater Cairo,,,8500000,0,0,3500000
316,618bbc7350ac7c17e1dec197,1,1,1,3250000,18056,3250000,18056,3,2021,0,1,0,180,3,3,220,1,1,20,Greater Cairo,Beverly Hills,Sodic,3250000,0,0,4500000
898,619e3de622d10cd71cab0bfd,1,1,1,2600000,14286,2600000,14286,11,2021,0,0,0,182,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2600000,0,0,4500000
774,619d0916c3ac9556cc8c5d03,1,1,1,2600000,14286,2600000,14286,11,2021,0,0,0,182,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,2600000,0,0,4500000
185,61911b9a50988ed12f6a2e76,1,1,1,2850000,15659,2850000,15659,12,2021,0,0,0,182,3,3,400,1,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,2850000,0,0,4500000
303,618ba0a29bb23202531d7297,1,1,0,2900000,15934,2900000,15934,11,2021,0,0,0,182,3,3,182,0,0,9,Greater Cairo,,,2900000,0,0,4500000
733,618ff0d29bb23202531e7028,1,1,1,4400000,24044,4400000,24044,2,2021,0,0,0,183,3,3,183,1,1,0,Greater Cairo,District One,,4400000,0,0,4500000
390,61892bafc9d894e71c0b4635,1,1,1,4500000,24590,4500000,24590,8,2021,0,0,0,183,3,2,183,1,1,0,Greater Cairo,Jasperhill,,4500000,0,0,4500000
93,6140980f13dae67edd6a985a,1,1,1,3500000,19126,3500000,19126,9,2021,0,0,0,183,3,3,183,1,1,0,Greater Cairo,Carnell Park,sakneen temp,3500000,0,0,4500000
21,613f39ab60f39f26da44af17,1,1,1,4300000,23497,4300000,23497,1,2021,0,1,4,183,3,3,183,1,0,14,Greater Cairo,Eastown,Sodic,4300000,0,0,4500000
27,61409a3013dae67edd6a9940,1,1,1,4200000,22951,4200000,22951,9,2021,0,0,0,183,3,3,183,1,1,0,Greater Cairo,Carnell Park,sakneen temp,4200000,0,0,4500000
325,618d15a450ac7c17e1df07d6,1,1,1,3895000,21284,3895000,21284,1,2021,0,0,0,183,3,3,183,1,1,0,Greater Cairo,Amberville,,3895000,0,0,4500000
700,618800321fddc365530d4f0e,1,1,1,3800000,20765,3800000,20765,3,2021,0,0,0,183,3,3,183,1,1,0,Greater Cairo,Ivoryhill,,3800000,0,0,4500000
778,618b172d306b3be4d019ae4f,1,1,1,4500000,24590,4500000,24590,4,2021,0,0,0,183,3,2,183,1,1,0,Greater Cairo,Westridge,,4500000,0,0,4500000
642,618c1e049bb23202531d9648,1,1,1,4100000,22283,4100000,22283,1,2021,0,0,0,184,4,5,184,1,1,0,Greater Cairo,West Hills Residence,INERTIA,4100000,0,0,4000000
727,61b96550098121c98ba252d1,1,0,1,3229120,17550,9204888,50027,3,2024,1,0,8,184,4,3,369,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,460244,8,91090,7000000
723,619cd674e2c454d0642fdd1c,0,1,1,3000000,16304,3000000,16304,11,2021,0,0,0,184,3,3,260,1,1,20,Greater Cairo,Jewar,,3000000,0,0,2500000
640,618d395250ac7c17e1df18a4,1,1,1,1800000,9730,1800000,9730,3,2021,0,0,0,185,3,3,185,1,1,0,Greater Cairo,Dream Land,,1800000,0,0,4500000
750,6141dcb90be5ad2bf68a90b9,1,1,1,3300000,17838,3300000,17838,9,2021,0,0,0,185,3,3,185,1,0,14,Greater Cairo,Village Gardens Katameya,sakneen temp,3300000,0,0,4500000
92,61545a68f27bd750d45bd55c,0,1,1,2150000,11622,2150000,11622,4,2021,0,0,0,185,3,3,185,0,0,14,Greater Cairo,Midtown New Cairo,Better Home  ,2150000,0,0,3300000
532,61c9927883191bdf74b2d8fa,1,1,1,4400000,23784,4400000,23784,1,2021,0,0,0,185,2,3,185,1,0,14,Greater Cairo,Lake View Residence,,4400000,0,0,4500000
537,618bd74150988ed12f68faf5,1,1,1,4000000,21622,4000000,21622,3,2021,0,0,1,185,3,5,185,1,4,1,Red Sea,Al Ein Bay,,4000000,0,0,4000000
904,6194024950988ed12f6b4b73,1,1,1,4750000,25676,4750000,25676,1,2021,0,1,0,185,3,3,185,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,4750000,0,0,4500000
962,618d26fb50ac7c17e1df0ee8,0,1,1,1400000,7568,1400000,7568,1,2021,0,0,0,185,3,2,185,1,1,0,Greater Cairo,Creek Park,,1400000,0,0,2500000
689,6141f6ce6372791159c6a136,1,1,1,3000000,16216,3000000,16216,1,2021,0,0,0,185,3,3,185,1,0,14,Greater Cairo,Midtown New Cairo,Better Home  ,3000000,0,0,4500000
737,6141fef14d402eb02d75895f,1,1,1,2650000,14324,2650000,14324,9,2021,0,0,0,185,3,3,185,1,0,14,Greater Cairo,Village Gardens Katameya,sakneen temp,2650000,0,0,4500000
167,603f99e48432c30011c65665,1,1,1,3500000,18817,3500000,18817,1,2020,0,0,0,186,3,3,670,1,1,20,Greater Cairo,Zayed Regency,al rabwa group,3500000,0,0,3700000
64,6155a50ff27bd750d45c2139,0,1,1,4980000,26774,4980000,26774,1,2021,0,1,0,186,3,3,186,1,0,14,Greater Cairo,Villette,Sodic,4980000,0,0,3300000
784,618d7f0c9bb23202531e113d,1,1,1,1850000,9946,1850000,9946,1,2021,0,0,0,186,3,2,186,1,1,0,Greater Cairo,Hay El Ashgar,,1850000,0,0,4500000
529,618d9d2850988ed12f6990dc,1,1,1,1850000,9946,1850000,9946,2,2021,0,0,0,186,3,2,186,1,1,0,Greater Cairo,Hay El Ashgar,,1850000,0,0,4500000
266,61c9e38b8f62bc5866aa4575,1,1,1,4574000,24460,4574000,24460,1,2021,0,0,4,187,3,3,187,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,4574000,0,0,4500000
539,61c98e4a5f5316dcf045e05b,1,1,1,4225000,22473,4225000,22473,1,2021,0,1,0,188,3,3,188,1,0,14,Greater Cairo,Villette,Sodic,4225000,0,0,4500000
978,61892a0526deab16b7e257e4,0,1,1,4250000,22606,4250000,22606,4,2021,0,1,0,188,3,3,188,1,0,14,Greater Cairo,Villette,Sodic,4250000,0,0,3300000
557,61c99793a07c7a12e11893cc,1,1,1,4646940,24718,4646940,24718,1,2021,0,0,0,188,3,3,188,1,0,14,Greater Cairo,Azad,,4646940,0,0,4500000
113,614b09d8c3232e6b9772935e,0,1,1,2900000,15426,2900000,15426,9,2021,0,1,0,188,3,3,288,1,0,14,Greater Cairo,Eastown,Sodic,2900000,0,0,3300000
127,6017eafab365a5001165b4ac,1,1,1,7100000,37368,7100000,37368,1,2021,0,0,7,190,4,3,300,1,0,14,Greater Cairo,Mivida,Emaar Misr,7100000,0,0,10000000
263,61af2b0368d14e894a4fa954,1,1,1,3700000,19474,3700000,19474,12,2021,0,0,1,190,3,3,565,0,3,5,Matrouh,Fouka Bay,Tatweer Misr,3700000,0,0,3700000
474,618ffa069bb23202531e71f4,1,1,1,2400000,12632,2400000,12632,4,2021,0,0,2,190,3,3,260,1,1,0,Greater Cairo,Dream Land,,2400000,0,0,4500000
144,60351bcbf67469001194a35b,1,1,1,3250000,17105,3250000,17105,1,2021,0,0,0,190,3,2,190,1,0,14,Greater Cairo,Village Gardens Katameya,,3250000,0,0,4500000
641,618bf72050ac7c17e1ded0d6,1,1,1,3500000,18421,3500000,18421,1,2021,0,0,1,190,3,4,190,1,3,5,Matrouh,Fouka Bay,Tatweer Misr,3500000,0,0,4000000
726,61d198acc22766c33ea7f1fd,0,0,1,3800000,20000,3800000,20000,1,2022,0,0,2,190,4,4,190,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3800000,0,0,2500000
863,61cc4270c22766c33ea64ddc,1,1,1,3700000,19474,3700000,19474,1,2021,0,0,1,190,3,3,190,0,3,5,Matrouh,Fouka Bay,Tatweer Misr,3700000,0,0,3700000
292,6193a9a550ac7c17e1e0fcc0,1,1,1,5000000,26316,5000000,26316,1,2021,0,0,7,190,4,3,190,1,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,5000000,0,0,7000000
301,6194180250ac7c17e1e1197d,1,1,0,4500000,23684,4500000,23684,1,2021,0,0,0,190,2,2,190,0,0,23,Greater Cairo,,,4500000,0,0,4500000
776,61890a46a0af6f15abf1898f,1,1,1,6700000,35263,6700000,35263,3,2021,0,0,6,190,3,3,290,1,0,14,Greater Cairo,Mivida,Emaar Misr,6700000,0,0,4500000
66,614213b16372791159c6aa4b,0,1,1,2100000,11053,2100000,11053,9,2021,0,0,4,190,3,3,190,1,0,21,Greater Cairo,Patio Casa,sakneen temp,2100000,0,0,2500000
637,618bf7ed9bb23202531d8c44,1,1,1,5700000,29843,5700000,29843,1,2021,0,0,0,191,3,3,346,1,0,14,Greater Cairo,Lake View Residence,,5700000,0,0,4500000
546,61dc0aa219ee10facb9f8d43,0,1,1,2500000,13021,2500000,13021,1,2021,0,0,0,192,3,3,192,0,1,20,Greater Cairo,Zayed Dunes,,2500000,0,0,2500000
180,602e88cb5b9eff001165dbc1,1,1,1,2950000,15365,2950000,15365,1,2020,0,0,0,192,3,3,192,0,1,20,Greater Cairo,Zayed Dunes,,2950000,0,0,4500000
981,6189317226deab16b7e25ae4,1,1,1,6500000,33505,6500000,33505,5,2021,0,0,0,194,3,3,194,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,6500000,0,0,4500000
868,618bfb4850988ed12f690581,1,0,1,4600000,23590,4600000,23590,1,2022,0,0,0,195,3,3,285,1,1,0,Greater Cairo,District One,,4600000,0,0,4500000
136,614099c413dae67edd6a991f,1,1,1,5300000,27041,5300000,27041,9,2021,0,0,0,196,2,2,196,1,1,0,Greater Cairo,Carnell Park,sakneen temp,5300000,0,0,4500000
320,618bceb39bb23202531d811b,1,1,1,5800000,29592,5800000,29592,1,2021,0,0,0,196,2,3,196,1,1,0,Greater Cairo,Amberville,,5800000,0,0,3500000
267,61b7375e8cf216e196e49c84,1,0,1,6325325,32273,18030888,91995,2,2024,1,0,6,196,3,4,167,1,3,22,Matrouh,Marassi,Emaar Misr,901544,8,178431,4000000
326,6198e60dddc2f0889246a00d,1,1,1,3199999,16327,3199999,16327,11,2021,0,0,0,196,4,4,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,3199999,0,0,4000000
491,61c9989883191bdf74b2d96e,1,1,1,4249536,21681,4249536,21681,1,2021,0,0,0,196,3,3,196,1,0,14,Greater Cairo,Azad,,4249536,0,0,4500000
2,601820ca520b210011f7eaff,1,1,0,4500000,22959,4500000,22959,1,2020,0,0,0,196,3,2,196,0,0,23,Greater Cairo,,,4500000,0,0,4500000
563,61d164397f3ac73df7fe1c42,1,1,1,4800000,24242,4800000,24242,1,2021,0,0,6,198,3,3,209,0,0,14,Greater Cairo,Rehab City First Phase,talaat moustafa group,4800000,0,0,4500000
286,61bdc2bfe8828d387c3ef532,1,0,1,4014146,20274,10810888,54601,7,2023,1,0,0,198,3,4,198,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,864871,8,103604,4000000
439,618c1ad650988ed12f690d7b,0,1,1,2400000,12121,2400000,12121,1,2021,0,0,0,198,3,3,198,1,1,20,Greater Cairo,Zayed Dunes,,2400000,0,0,2500000
145,615d82d1578e1e15fd98bf06,1,1,1,4500000,22727,4500000,22727,1,2021,0,0,7,198,3,3,225,1,1,20,Greater Cairo,Patio Al Zahraa,,4500000,0,0,7000000
249,618d764050988ed12f6987cf,1,1,1,2750000,13889,2750000,13889,1,2021,0,0,0,198,3,2,198,1,1,20,Greater Cairo,Zayed 2000,,2750000,0,0,4500000
415,61c2ea6e4b94e78d4dfc678c,1,1,1,5500000,27778,5500000,27778,11,2021,0,0,1,198,3,3,300,1,3,22,Matrouh,Hacienda Bay,Palm Hills,5500000,0,0,3700000
710,618bf61450ac7c17e1ded091,1,1,1,2750000,13889,2750000,13889,1,2021,0,0,0,198,3,2,198,1,1,20,Greater Cairo,Zayed 2000,,2750000,0,0,4500000
231,6187eead83b9d1093bde2b18,0,1,1,3500000,17500,3500000,17500,4,2021,0,0,0,200,3,3,200,1,1,20,Greater Cairo,The Courtyards,,3500000,0,0,2500000
101,602e857349500b0011f9ab8c,1,1,0,4500000,22500,4500000,22500,1,2020,0,0,0,200,3,3,200,0,0,23,Greater Cairo,,,4500000,0,0,4500000
295,61cc5ab761795c05c0bf5d1e,1,1,1,4199999,21000,4199999,21000,1,2021,0,1,1,200,3,3,200,0,3,22,Matrouh,Hacienda Bay,Palm Hills,4199999,0,0,3700000
730,6193b06d50ac7c17e1e0febf,0,1,1,3500000,17500,3500000,17500,1,2021,0,0,0,200,3,3,200,1,1,20,Greater Cairo,The Courtyards,,3500000,0,0,2500000
827,618d279d50ac7c17e1df0f25,1,1,1,3500000,17500,3500000,17500,1,2021,0,0,4,200,3,3,200,1,0,14,Greater Cairo,The Village,,3500000,0,0,4500000
685,61890d2ea0af6f15abf18a73,1,1,1,4950000,24750,4950000,24750,4,2021,0,1,2,200,3,3,250,1,0,14,Greater Cairo,Palm Hills Village Gate,Palm Hills,4950000,0,0,4500000
450,619669bcd429fbcb38a4e599,1,1,0,3000000,15000,3000000,15000,1,2021,0,0,0,200,3,3,200,1,0,9,Greater Cairo,,,3000000,0,0,4500000
318,618bf56e50988ed12f690368,1,1,1,5250000,26250,5250000,26250,1,2021,0,0,2,200,4,3,700,1,3,2,Matrouh,Marina 6,,5250000,0,0,3700000
973,61969b49d429fbcb38a51a6d,1,1,0,1750000,8750,1750000,8750,1,2021,0,0,0,200,3,3,200,1,0,9,Greater Cairo,,,1750000,0,0,4500000
815,61dc0e3219ee10facb9f8ded,1,1,0,2250000,11250,2250000,11250,1,2021,0,0,0,200,3,2,200,0,1,20,Greater Cairo,,,2250000,0,0,4500000
107,603e4b598432c30011c6562d,1,1,0,4300000,21500,4300000,21500,1,2020,0,0,0,200,3,3,200,0,0,23,Greater Cairo,,,4300000,0,0,4500000
695,61dc205c9d3bea3a797eb9d3,1,1,1,1550000,7750,1550000,7750,1,2021,0,0,0,200,3,2,200,0,1,0,Greater Cairo,Star City,,1550000,0,0,4500000
241,61890305c9d894e71c0b3b8c,1,1,1,5500000,27500,5500000,27500,11,2021,0,0,0,200,3,3,200,0,2,19,Red Sea,Abo Soma Resort,,5500000,0,0,3700000
891,61caf0b28f62bc5866aa6604,1,1,1,2300000,11500,2300000,11500,12,2021,0,0,4,200,4,3,200,0,3,22,Matrouh,Blumar North Coast,,2300000,0,0,5000000
965,61eeacde3420dafcf88ed6cc,1,1,1,5000000,25000,5000000,25000,1,2021,0,0,1,200,3,3,550,0,3,22,Matrouh,Hacienda Bay,Palm Hills,5000000,0,0,3700000
110,6155bd54929dd58091846c8e,1,1,1,1550002,7750,1550002,7750,10,2021,0,0,0,200,3,2,200,0,1,0,Greater Cairo,Sia 6 October,,1550002,0,0,4500000
9,602a948aa27172001152a2d8,1,1,0,7000000,35000,7000000,35000,1,2020,0,0,0,200,3,3,200,0,0,23,Greater Cairo,,,7000000,0,0,4500000
803,6193fb949bb23202531fd0f2,1,1,0,4400000,22000,4400000,22000,1,2021,0,0,0,200,3,2,200,0,0,23,Greater Cairo,,,4400000,0,0,4500000
939,61eebeab3420dafcf88ed85e,1,1,1,5500000,27500,5500000,27500,1,2021,0,0,1,200,3,3,400,0,3,22,Matrouh,Hacienda Bay,Palm Hills,5500000,0,0,3700000
220,607d75517e2ba60012d79cd4,1,0,1,2919360,14597,8321888,41610,3,2025,1,0,6,200,3,4,199,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,416094,8,82352,4000000
